lat,lon,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,pontoId
-8.051689999999999,-34.94932,-91.35,-90.4171428571429,-91.2857142857143,-80.77,-93.66,-86.4728571428571,-85.75,-96.14200000000001,-97.6,4,2,4,8325
-8.04948,-34.954570000000004,-79.3457142857143,-97.7507142857143,-79.69285714285719,-99.55,-98.725,-92.51428571428569,-82.88,-99.9346666666667,-96.61,3,5,3,8939
-8.05335,-34.95346,-90.1457142857143,-97.2328571428571,-78.32,-99.5216666666667,-98.41,-97.31,-95.13,-96.198,-96.8325,5,4,2,7755
-8.048869999999999,-34.94699,-100.06,-84.49428571428571,-95.93428571428569,-78.27,-96.4925,-94.7016071428571,-94.34666666666661,-98.844,-96.3575,3,2,6,9071
-8.055769999999999,-34.95077,-90.77142857142859,-95.22,-91.6666666666667,-91.53,-79.84,-83.15,-93.4533333333333,-91.354,-96.3725,6,3,3,6958
-8.05385,-34.9596,-85.0685714285714,-99.6357142857143,-86.55142857142859,-94.52,-100.58,-88.2328571428571,-78.955,-90.73200000000001,-65.27,6,7,1,7644
-8.05546,-34.95605,-87.55142857142859,-98.56857142857142,-93.27,-96.1066666666667,-93.725,-91.41,-86.2466666666667,-75.2244,-88.08,6,5,1,7168
-8.05537,-34.95073,-90.67857142857142,-92.09,-90.29523809523809,-84.43,-74.165,-93.47,-86.63,-80.26,-96.3725,6,3,3,7239
-8.05225,-34.94728,-89.75857142857141,-89.34571428571431,-88.89857142857142,-52.98,-75.67,-77.71428571428571,-89.9066666666667,-95.512,-97.6,5,1,5,7972
-8.05223,-34.95538,-84.1857142857143,-97.57714285714279,-87.46857142857141,-98.79,-94.1125,-91.83857142857141,-68.8766666666667,-86.57600000000001,-98.54,4,5,2,7984
-8.05644,-34.95069,-91.21857142857141,-92.1571428571429,-91.9266666666666,-87.03,-84.935,-80.77,-87.44,-90.598,-95.73,6,3,3,6807
-8.04728,-34.94757,-97.00857142857141,-85.42714285714291,-96.71,-89.51,-102.63,-98.40285714285709,-99.6416666666667,-102.314,-94.4075,3,3,6,9478
-8.05101,-34.959509999999995,-79.41,-95.00714285714291,-85.03,-99.26,-94.9675,-93.29,-90.1316666666667,-102.204,-79.66,5,7,2,8563
-8.05118,-34.950590000000005,-89.34142857142858,-89.7,-88.14,-89.26,-92.63,-90.03,-93.5516666666667,-95.58200000000001,-95.9225,4,3,4,8518
-8.05517,-34.946529999999996,-88.43,-82.0235714285714,-85.0471428571429,-71.17,-70.955,-67.7228571428572,-86.9966666666667,-88.96600000000001,-97.255,6,1,5,7344
-8.047989999999999,-34.94765,-97.8121428571429,-79.38,-95.34642857142859,-94.89,-97.685,-96.4,-106.07,-102.064,-94.4075,3,3,6,9380
-8.04924,-34.947520000000004,-95.5642857142857,-88.6571428571429,-93.25857142857141,-93.89,-95.88,-95.29428571428569,-91.635,-96.186,-98.9125,3,2,6,8990
-8.04929,-34.95595,-73.08,-95.2228571428571,-76.47714285714291,-98.6366666666667,-93.34,-94.17,-93.62,-102.22866666666701,-94.1075,3,6,3,8977
-8.05387,-34.955859999999994,-89.497619047619,-96.95,-91.59142857142858,-103.21,-102.0075,-98.29,-75.6033333333333,-83.514,-88.97,5,5,1,7640
-8.05546,-34.95797,-86.89,-99.5742857142857,-87.0942857142857,-97.4416666666667,-100.225,-90.74285714285709,-79.8383333333333,-89.988,-59.08,6,6,0,7163
-8.04853,-34.95142,-80.44,-89.19142857142859,-93.33,-90.71,-95.965,-88.5,-87.9133333333333,-98.012,-98.6525,2,4,4,9192
-8.04857,-34.951,-84.51,-90.5171428571429,-84.3157142857143,-78.07,-89.805,-87.4442857142857,-89.9866666666667,-98.012,-98.7325,2,4,5,9162
-8.05172,-34.94915,-92.09,-90.4171428571429,-86.34,-83.83,-90.1575,-89.28,-91.2616666666667,-94.8,-97.6,4,2,4,8313
-8.057269999999999,-34.95369,-91.14,-96.1,-93.78,-98.7333333333333,-91.47,-91.34,-92.6166666666667,-73.742,-94.96,7,5,2,6749
-8.05565,-34.95061,-90.37857142857142,-92.14857142857142,-91.6666666666667,-92.53,-92.35,-80.13428571428571,-89.72166666666661,-85.98200000000001,-96.3725,6,3,3,7002
-8.05171,-34.949259999999995,-83.44,-85.51,-91.2857142857143,-80.0,-92.7025,-82.44,-91.6983333333333,-94.8,-97.6,4,2,4,8316
-8.05425,-34.95688,-90.3604761904762,-99.41857142857141,-90.59857142857142,-103.37583333333299,-101.565,-95.78,-72.5676666666667,-83.8385714285714,-87.1275,6,6,1,7563
-8.0559,-34.95821,-88.19142857142859,-99.5742857142857,-91.2542857142857,-95.9383333333333,-92.8475,-89.20857142857142,-87.24,-72.14,-66.91,7,7,0,6922
-8.05467,-34.95775,-88.5857142857143,-99.5742857142857,-90.68428571428569,-96.4941666666667,-100.225,-90.1242857142857,-62.601666666666695,-88.874,-71.83,6,6,0,7436
-8.05195,-34.95262,-82.65,-92.7485714285715,-79.94,-90.14,-88.9125,-93.5642857142857,-88.17,-93.82600000000001,-95.605,4,4,3,8170
-8.05547,-34.95073,-91.4642857142857,-84.58,-91.6666666666667,-72.58,-72.915,-65.52,-87.0483333333333,-89.07,-96.3725,6,3,3,7162
-8.04826,-34.95074,-82.71,-81.2028571428571,-81.9671428571429,-86.77,-90.4,-87.63857142857141,-85.93,-98.012,-96.7925,2,4,5,9293
-8.05052,-34.9539,-88.70857142857142,-97.34,-95.27,-97.28,-97.4925,-96.7657142857143,-80.81,-100.15,-97.5425,3,4,3,8678
-8.05459,-34.95602,-92.02285714285709,-98.7371428571429,-88.2025,-101.6425,-101.5175,-95.78,-72.31,-88.5,-91.33,6,5,1,7458
-8.04807,-34.9476,-92.08,-88.95,-87.51,-97.46,-97.685,-100.171428571429,-106.07,-102.064,-94.4075,3,3,6,9362
-8.05547,-34.95599,-82.7,-98.56857142857142,-90.45714285714291,-96.1066666666667,-90.2025,-89.97857142857141,-88.62,-76.486,-88.77,6,5,1,7155
-8.05556,-34.95494,-94.58857142857141,-97.10285714285709,-94.05857142857141,-96.1283333333333,-92.275,-90.41142857142859,-77.9516666666667,-73.19,-94.7525,6,5,1,7081
-8.05397,-34.95953,-85.66,-99.6357142857143,-86.55142857142859,-95.72,-100.225,-88.2328571428571,-78.955,-89.444,-61.66,6,7,1,7617
-8.05555,-34.95373,-88.4742857142857,-96.38,-91.23142857142858,-97.73,-91.89,-94.02,-77.625,-77.11399999999999,-87.52,6,4,2,7094
-8.051960000000001,-34.94767,-91.6371428571429,-94.70857142857142,-90.7971428571429,-69.96,-76.45,-78.21285714285709,-91.0716666666667,-98.04799999999999,-97.6,5,1,5,8162
-8.04844,-34.95893,-82.47,-90.59714285714291,-97.72,-96.4233333333333,-96.4825,-101.19,-93.75,-106.544,-97.85,4,7,3,9244
-8.05551,-34.95912,-85.98142857142858,-100.28857142857099,-82.68,-94.765,-100.225,-83.7171428571429,-87.6283333333333,-91.02,-66.35,7,7,1,7120
-8.049339999999999,-34.95304,-79.66285714285709,-91.85,-78.0714285714286,-84.82,-92.88,-86.99857142857141,-82.31,-96.186,-96.2825,3,4,4,8966
-8.0578,-34.95197,-95.35285714285709,-91.2542857142857,-92.51,-96.1383333333333,-80.4925,-86.77714285714279,-92.2733333333333,-74.38,-96.2325,7,4,3,6729
-8.05522,-34.952059999999996,-99.8,-95.13,-92.9842857142857,-100.81,-87.1025,-87.72285714285721,-98.91,-77.158,-98.43,6,4,3,7314
-8.05057,-34.953309999999995,-79.51,-94.8242857142857,-79.32,-91.02,-94.71,-93.21142857142858,-90.965,-95.39,-98.2875,3,4,3,8658
-8.04653,-34.95375,-85.33,-73.08,-75.59,-89.9,-88.91,-92.62142857142858,-82.75,-104.266,-97.22,2,5,5,9581
-8.05593,-34.95503,-91.28,-97.79142857142858,-93.75,-96.9383333333333,-90.86,-89.5542857142857,-77.94,-76.456,-93.7425,6,5,1,6916
-8.05182,-34.94849,-86.4542857142857,-92.15142857142858,-91.17857142857142,-68.52,-86.96,-84.83,-86.0,-91.412,-97.6,4,2,5,8258
-8.05188,-34.948,-91.57142857142858,-93.57142857142858,-89.29,-58.69,-78.26,-76.38,-90.2116666666667,-97.646,-97.6,4,2,5,8219
-8.05358,-34.94851,-83.9,-83.71,-90.40428571428569,-64.83,-69.9,-77.72,-91.935,-89.384,-97.255,5,2,4,7702
-8.05175,-34.94773,-94.3357142857143,-92.72,-89.9242857142857,-61.77,-83.9,-83.68857142857141,-92.7883333333333,-99.0,-97.6,4,2,5,8301
-8.05194,-34.9533,-83.44571428571429,-90.96,-88.77,-89.83,-86.315,-94.74142857142859,-87.7583333333333,-96.096,-95.605,4,4,3,8177
-8.05026,-34.94765,-98.64,-89.8907142857143,-96.2371428571429,-76.0,-90.9125,-101.49,-91.43,-96.36200000000001,-98.9125,4,2,5,8764
-8.054889999999999,-34.94652,-83.60285714285709,-84.42,-85.0471428571429,-72.04,-67.5475,-67.7228571428572,-87.285,-91.02600000000001,-97.255,6,1,5,7407
-8.055719999999999,-34.95892,-86.3442857142857,-100.28857142857099,-85.67714285714291,-94.765,-100.225,-84.6542857142857,-87.24,-85.38,-62.66,7,7,1,6969
-8.05557,-34.95629,-91.22,-99.1157142857143,-91.2628571428571,-96.1066666666667,-92.8375,-93.54,-85.855,-72.164,-88.91,6,6,1,7067
-8.051260000000001,-34.947759999999995,-94.7157142857143,-93.73142857142858,-96.98,-78.94,-91.83,-93.72714285714291,-97.8733333333333,-98.57799999999999,-97.6,4,2,5,8493
-8.05515,-34.95924,-82.6742857142857,-100.28857142857099,-75.26,-95.72,-100.225,-82.7714285714286,-81.255,-85.38,-60.02,7,7,1,7350
-8.047360000000001,-34.95398,-74.35,-90.32,-75.7825,-92.552,-87.07,-91.935,-78.3566666666667,-102.82799999999999,-96.73,2,5,4,9460
-8.04918,-34.94717,-92.41,-86.56857142857142,-97.1,-84.58,-96.4925,-95.29428571428569,-90.94,-96.51799999999999,-96.3575,4,2,6,9002
-8.05527,-34.95362,-85.98625,-96.14,-95.77,-92.6816666666667,-81.02,-93.84714285714291,-79.37,-83.544,-97.3875,6,4,2,7293
-8.05446,-34.95612,-92.87619047619049,-98.7371428571429,-88.46142857142858,-101.7375,-101.5175,-95.78,-81.195,-81.3505714285714,-90.58,6,5,1,7492
-8.05622,-34.957209999999996,-90.53,-99.2842857142857,-91.76428571428569,-101.055,-92.8475,-95.2528571428571,-84.33,-78.08,-78.54,7,6,1,6855
-8.04988,-34.9595,-84.69428571428571,-97.03,-81.45,-98.7733333333333,-101.57,-93.5057142857143,-85.4,-102.68799999999999,-83.96,5,7,3,8834
-8.0517,-34.95984,-86.74457142857142,-95.68428571428569,-88.95,-99.26,-98.2575,-100.49,-88.34,-99.194,-84.83,5,7,2,8319
-8.0493,-34.959790000000005,-88.2,-93.3328571428571,-83.26,-93.2433333333333,-93.79,-92.71,-82.5833333333333,-102.68799999999999,-77.52,5,7,3,8973
-8.0546,-34.95362,-90.36142857142859,-95.3957142857143,-89.33857142857141,-94.52,-88.8325,-90.5571428571428,-92.13,-80.492,-95.25,5,4,2,7455
-8.04749,-34.95064,-83.81642857142859,-95.97,-82.82,-86.96,-92.1975,-91.71,-90.04,-98.098,-94.4075,2,4,5,9440
-8.046439999999999,-34.94747,-93.91928571428569,-84.47142857142859,-95.207380952381,-99.17,-101.3125,-95.8078571428572,-101.92,-101.288,-94.4075,3,3,6,9634
-8.053239999999999,-34.9597,-89.4242857142857,-98.2457142857143,-86.53,-100.931666666667,-98.2575,-90.91142857142859,-80.58,-93.052,-65.1,6,7,1,7769
-8.04642,-34.95304,-76.5114285714286,-90.2257142857143,-77.93,-96.91,-94.1125,-83.21,-83.8883333333333,-104.266,-97.22,2,5,5,9667
-8.05054,-34.954879999999996,-89.95,-99.78964285714291,-80.5028571428571,-99.9166666666667,-97.59375,-92.9078571428571,-83.84888888888891,-98.5686666666667,-93.59,4,5,3,8670
-8.04808,-34.9476,-103.52,-80.05714285714281,-95.26357142857141,-90.51,-97.685,-100.171428571429,-106.07,-102.064,-94.4075,3,3,6,9356
-8.05901,-34.947990000000004,-85.23,-88.8,-88.13857142857141,-94.375,-79.67,-80.48,-90.6719444444444,-92.7552727272727,-95.8575,8,3,5,6655
-8.05522,-34.952009999999994,-95.7028571428571,-93.4242857142857,-92.11714285714291,-93.71,-92.08,-87.83,-93.83166666666669,-77.158,-96.7,6,4,3,7315
-8.05148,-34.958220000000004,-86.24,-96.8475,-86.1742857142857,-99.84,-97.7275,-91.5628125,-83.2516666666667,-98.266,-81.585,5,6,2,8411
-8.05446,-34.95608,-92.87619047619049,-98.7371428571429,-88.46142857142858,-101.7375,-101.5175,-95.78,-81.12,-83.47399999999999,-93.09,6,5,1,7494
-8.05665,-34.955709999999996,-95.49142857142859,-99.0457142857143,-95.07,-99.0533333333333,-91.565,-93.09714285714291,-86.9683333333333,-57.94,-85.53,6,5,1,6772
-8.05565,-34.95802,-89.7157142857143,-99.5742857142857,-87.21285714285709,-95.9383333333333,-92.8475,-90.74285714285709,-113.3,-114.06,-57.3475,6,6,0,6993
-8.05119,-34.95909,-83.9357142857143,-95.00714285714291,-84.6371428571428,-99.26,-96.0175,-90.2742857142857,-90.1316666666667,-98.266,-78.38,5,7,2,8514
-8.0474,-34.95064,-85.74285714285709,-84.67,-82.14571428571429,-95.68,-92.1975,-90.61142857142859,-89.7757142857143,-99.03399999999999,-94.4075,2,4,5,9450
-8.04854,-34.94697,-99.34714285714291,-87.5519047619048,-99.2121428571428,-80.88,-98.645,-96.21,-96.5633333333333,-101.01,-96.56,3,2,6,9190
-8.05316,-34.959740000000004,-89.4242857142857,-98.2457142857143,-86.88,-100.931666666667,-98.2575,-90.91142857142859,-80.58,-93.052,-63.08,6,7,1,7781
-8.051969999999999,-34.95227,-80.77285714285709,-92.8571428571429,-78.75,-85.39,-90.0675,-93.08142857142859,-90.9766666666667,-93.82600000000001,-95.605,4,4,3,8152
-8.046660000000001,-34.94513,-89.2671428571429,-89.57612244897959,-92.25357142857142,-89.4,-90.9375,-78.813373015873,-87.0581666666667,-83.4766666666667,-96.92,4,3,7,9566
-8.05448,-34.95369,-90.3657142857143,-96.66714285714279,-90.72,-92.90333333333331,-88.97,-91.28,-92.1233333333333,-94.65,-94.05,5,4,2,7483
-8.04825,-34.94695,-101.12,-92.7633333333333,-97.83642857142858,-79.25,-100.51,-98.77857142857141,-96.5633333333333,-101.744,-96.56,3,2,6,9296
-8.05345,-34.95347,-89.38142857142859,-98.0128571428571,-96.53,-97.6333333333333,-97.655,-97.28,-88.43,-94.97,-96.8325,5,4,2,7726
-8.05481,-34.95612,-88.15428571428569,-98.7371428571429,-92.15,-100.909166666667,-99.975,-95.7442857142857,-85.99,-86.19,-88.47,6,5,1,7418
-8.049539999999999,-34.95458,-79.37642857142859,-93.84,-78.89,-99.55,-98.67,-93.3442857142857,-80.635,-99.9346666666667,-94.85,3,5,3,8919
-8.049489999999999,-34.95524,-80.5364285714286,-96.39642857142859,-84.14,-99.55,-98.01,-93.7371428571429,-83.5716666666667,-99.9346666666667,-102.64,3,5,3,8936
-8.04895,-34.95035,-95.14,-85.2414285714286,-83.69,-85.51,-91.5525,-88.01428571428569,-93.45,-97.49600000000001,-96.7925,3,3,5,9053
-8.05524,-34.95172,-90.4,-93.55,-90.68428571428569,-90.175,-85.33,-90.7,-94.9466666666667,-77.434,-96.7,6,4,3,7306
-8.04853,-34.95077,-77.51,-87.76428571428569,-83.57,-75.32,-83.7,-87.76904761904758,-92.46,-98.012,-96.7925,2,4,5,9193
-8.05384,-34.94825,-92.4226190476191,-90.24214285714291,-93.71,-73.33,-75.84,-78.52,-91.2483333333333,-93.24799999999999,-97.255,5,2,5,7645
-8.048110000000001,-34.947340000000004,-97.6557142857143,-90.65285714285709,-103.97,-97.46,-96.9,-101.192857142857,-105.435,-101.744,-96.92,3,3,6,9347
-8.054969999999999,-34.95929,-77.45,-100.28857142857099,-84.01,-95.72,-100.225,-82.7714285714286,-81.2233333333333,-89.368,-61.21,6,7,1,7397
-8.05199,-34.946979999999996,-88.32857142857141,-89.68857142857142,-90.8571428571429,-47.64,-77.905,-92.34,-92.51,-95.11399999999999,-97.6,5,1,5,8140
-8.05072,-34.95494,-87.585,-99.4125,-78.89,-98.8433333333333,-96.3675,-95.3338095238095,-83.84888888888891,-98.5686666666667,-96.36,4,5,3,8621
-8.05435,-34.95598,-92.87619047619049,-97.38714285714279,-89.79428571428569,-101.954166666667,-101.5175,-95.81571428571431,-81.195,-83.47399999999999,-78.59,5,5,1,7540
-8.05413,-34.957409999999996,-89.9357142857143,-99.21,-89.01,-103.37583333333299,-101.565,-95.78,-66.046,-88.874,-83.71,6,6,1,7593
-8.04643,-34.94999,-92.03,-81.1842857142857,-82.08,-93.78,-94.1525,-92.75607142857142,-90.5533333333333,-101.29799999999999,-94.4075,2,4,6,9653
-8.04921,-34.95449,-76.7028571428571,-96.16357142857142,-72.89,-98.8433333333333,-95.93,-87.53,-76.0,-99.9346666666667,-94.1325,3,5,3,8997
-8.0469,-34.94518,-89.81142857142858,-89.4,-92.25357142857142,-83.14,-90.9375,-89.53,-88.4648333333333,-80.7506666666667,-96.92,4,3,7,9539
-8.05223,-34.94805,-88.28,-87.2142857142857,-87.8857142857143,-74.27,-79.145,-83.4857142857143,-89.01,-90.792,-97.6,5,2,5,7994
-8.05194,-34.94769,-91.6371428571429,-98.04,-90.7971428571429,-55.46,-75.23,-93.03,-90.95666666666669,-98.04799999999999,-97.6,5,1,5,8180
-8.05141,-34.95055,-90.71285714285709,-92.57714285714279,-90.2971428571429,-85.89,-98.91,-91.31571428571431,-93.6483333333333,-94.73,-95.9225,4,3,4,8442
-8.04653,-34.94511,-89.2671428571429,-87.41217142857141,-92.25357142857142,-85.08,-90.9375,-78.0426587301587,-87.0581666666667,-91.69,-96.92,4,3,7,9582
-8.048169999999999,-34.95943,-75.44285714285719,-88.64,-70.45,-96.4233333333333,-89.64,-95.20392857142859,-83.7533333333333,-106.544,-81.27,4,7,3,9316
-8.04905,-34.94705,-96.7028571428571,-85.19857142857141,-90.84,-83.58,-96.4925,-95.59857142857142,-93.29333333333331,-96.51799999999999,-96.3575,4,2,6,9032
-8.05215,-34.94822,-85.69714285714281,-86.30857142857141,-89.29,-64.84,-77.925,-78.41,-88.9383333333333,-91.774,-97.6,4,2,5,8052
-8.05245,-34.9598,-86.83285714285721,-98.2457142857143,-95.02,-98.85,-98.2575,-93.28464285714291,-84.5666666666667,-98.116,-72.52,6,7,2,7918
-8.05567,-34.95387,-89.53,-96.1742857142857,-91.80857142857141,-98.9783333333333,-94.97,-94.8442857142857,-75.88,-71.778,-92.2175,6,5,2,6990
-8.05142,-34.95055,-90.71285714285709,-91.58,-90.2971428571429,-82.7,-96.49,-91.31571428571431,-93.6483333333333,-94.73,-95.9225,4,3,4,8437
-8.056189999999999,-34.955059999999996,-98.43,-97.79142857142858,-93.0428571428572,-98.55,-90.9425,-94.72,-83.0883333333333,-72.194,-93.0075,6,5,1,6863
-8.05353,-34.95576,-86.86142857142859,-96.37857142857142,-89.99285714285709,-101.301666666667,-100.04,-97.70857142857142,-66.855,-86.44,-88.47,5,5,1,7710
-8.04642,-34.95284,-77.6185714285714,-86.15,-71.52,-94.605,-90.6075,-88.97,-87.2,-103.704,-97.22,1,5,5,9669
-8.04721,-34.94525,-89.81142857142858,-93.59,-92.25357142857142,-89.15,-90.9375,-80.0139285714286,-88.4648333333333,-80.46266666666669,-96.92,4,3,7,9490
-8.05561,-34.954370000000004,-90.45,-96.2,-92.55285714285709,-96.58,-87.89,-92.0642857142857,-78.6366666666667,-68.34,-94.5675,6,5,2,7034
-8.0583,-34.950340000000004,-93.34,-93.28142857142859,-93.5628571428571,-97.1716666666667,-76.4875,-82.0171428571429,-92.33,-81.814,-96.2325,7,4,4,6710
-8.051169999999999,-34.9527,-85.28,-94.8642857142857,-84.59,-76.84,-82.47,-88.77857142857141,-90.12,-93.0,-95.1975,4,4,3,8521
-8.051810000000001,-34.947829999999996,-92.67857142857142,-93.5,-89.4328571428572,-60.19,-72.3875,-70.94,-90.6716666666667,-97.92399999999999,-97.6,4,2,5,8268
-8.052489999999999,-34.95616,-90.95,-98.2242857142857,-85.9242857142857,-99.3266666666667,-98.52,-93.7757142857143,-63.105,-88.68799999999999,-91.225,5,5,2,7912
-8.05058,-34.95324,-85.01,-95.33142857142859,-84.05875,-93.3216666666667,-95.135,-93.71285714285709,-91.6633333333333,-100.91,-98.2875,3,4,3,8653
-8.04765,-34.95067,-75.76,-76.32428571428571,-86.33,-86.96,-86.4,-92.88285714285709,-87.2983333333333,-98.098,-94.4075,2,4,5,9423
-8.04669,-34.9538,-77.19,-87.99857142857141,-74.4914285714286,-91.3916666666667,-80.305,-91.9157142857143,-84.2116666666667,-102.43,-97.22,2,5,5,9562
-8.05562,-34.95389,-95.44,-96.1742857142857,-91.80857142857141,-101.27,-94.97,-94.8442857142857,-77.5566666666667,-71.778,-92.35,6,5,2,7030
-8.04913,-34.95977,-85.7,-89.3942857142857,-85.2,-91.15333333333331,-92.46,-92.71,-84.0633333333333,-104.36200000000001,-79.46,5,7,3,9013
-8.05552,-34.95499,-94.58857142857141,-97.10285714285709,-94.5242857142857,-95.9516666666667,-92.275,-87.72,-66.2,-66.626,-91.2025,6,5,1,7118
-8.0486,-34.95094,-90.89,-90.17,-84.4657142857143,-77.69,-89.805,-87.0133333333333,-89.5783333333333,-98.012,-96.7925,2,4,5,9148
-8.05223,-34.94768,-88.98,-88.36857142857141,-91.43,-56.17,-76.92,-69.5471428571429,-88.2616666666667,-94.33200000000001,-97.6,5,1,5,8003
-8.05434,-34.95412,-89.29428571428569,-96.6671428571429,-91.32,-97.3,-89.27,-90.18714285714279,-94.125,-80.77,-96.93,5,5,2,7543
-8.05534,-34.95102,-88.7,-91.88714285714279,-89.2971428571429,-85.01,-88.77,-84.6261904761905,-84.62,-85.851,-96.3725,6,3,3,7262
-8.05847,-34.94977,-86.99,-92.9457142857143,-87.05,-97.56,-68.8,-81.94285714285719,-94.0333333333333,-85.59,-96.2325,7,4,4,6697
-8.05114,-34.95288,-79.41,-95.07714285714279,-84.97,-77.22,-86.015,-90.63857142857141,-90.12,-93.0,-95.1975,4,4,3,8532
-8.05004,-34.953109999999995,-88.25857142857141,-95.2228571428571,-88.39,-92.185,-92.1258333333333,-91.58,-94.21,-97.35799999999999,-96.1825,3,4,3,8803
-8.05309,-34.953920000000004,-90.59190476190479,-96.49857142857141,-88.2042857142857,-99.91,-96.6575,-100.57,-96.5633333333333,-98.27600000000001,-97.5525,5,4,2,7790
-8.05198,-34.94688,-90.2657142857143,-89.68857142857142,-90.1371428571429,-55.39,-77.2275,-82.4057142857143,-91.7416666666667,-94.50200000000001,-97.6,5,1,5,8149
-8.05476,-34.957770000000004,-96.21,-99.5742857142857,-89.37142857142858,-96.8458333333333,-100.225,-87.7857142857143,-65.4133333333333,-88.874,-66.21,6,6,0,7423
-8.05171,-34.95771,-88.15285714285709,-98.27857142857141,-90.05,-98.9116666666667,-99.4975,-94.39857142857142,-79.6933333333333,-95.63,-86.43,5,6,2,8315
-8.04701,-34.94758,-101.18,-85.41428571428571,-98.53,-85.755,-96.9,-97.4207142857143,-89.99,-101.806,-94.4075,3,3,6,9525
-8.05436,-34.95411,-89.29428571428569,-96.6671428571429,-97.8,-98.3,-89.27,-88.47,-94.125,-97.15,-96.55,5,4,2,7538
-8.05222,-34.948159999999994,-86.22714285714291,-86.23142857142858,-89.29,-75.98,-80.56625,-85.7371428571429,-89.44,-91.236,-97.6,5,2,5,8008
-8.05079,-34.94771,-95.2857142857143,-93.75714285714291,-97.4142857142857,-79.13,-90.98,-92.93285714285709,-92.25,-97.98,-98.9125,4,2,5,8607
-8.04856,-34.9508,-83.51,-86.37142857142858,-82.07,-76.51,-90.8225,-87.82904761904759,-91.375,-98.012,-96.7925,2,4,5,9174
-8.04978,-34.95949,-77.08,-94.0842857142857,-83.87,-98.7733333333333,-96.84,-93.0942857142857,-82.5833333333333,-102.68799999999999,-85.33,5,7,3,8856
-8.05844,-34.94988,-92.9942857142857,-92.9457142857143,-93.5628571428571,-97.56,-76.4875,-96.75,-94.0333333333333,-81.78,-96.2325,7,4,4,6701
-8.05335,-34.9557,-87.87,-96.37857142857142,-88.54428571428569,-102.7,-100.04,-98.86,-63.7933333333333,-82.73,-89.97,5,5,1,7754
-8.04866,-34.950590000000005,-85.4885714285714,-82.9114285714286,-84.1785714285714,-86.02,-87.8775,-83.74428571428571,-98.58,-97.49600000000001,-96.7925,3,3,5,9121
-8.04767,-34.95406,-88.97,-86.1371428571429,-65.83,-92.575,-86.16,-91.66214285714291,-81.0,-102.82799999999999,-97.8275,2,5,4,9420
-8.05059,-34.95321,-79.95,-95.33142857142859,-79.51,-94.21,-95.5575,-93.71285714285709,-92.465,-96.34200000000001,-98.2875,3,4,3,8649
-8.048789999999999,-34.95775,-84.03142857142859,-93.11142857142859,-77.2,-98.0933333333333,-100.31,-95.2628571428571,-87.70666666666669,-102.22866666666701,-94.09,4,6,3,9089
-8.04984,-34.95043,-98.47,-96.7828571428571,-96.13285714285709,-82.38,-94.7475,-100.23,-95.0566666666667,-96.632,-98.7325,3,3,4,8845
-8.04723,-34.947559999999996,-95.61142857142859,-82.7642857142857,-98.0257142857143,-90.14,-98.35,-98.97,-102.86,-101.46666666666701,-94.4075,3,3,6,9488
-8.05167,-34.947720000000004,-92.97,-92.08142857142859,-98.3,-70.08,-87.23,-87.14714285714291,-93.5933333333333,-99.0,-97.6,4,2,5,8336
-8.04643,-34.949709999999996,-92.71285714285709,-65.39,-83.7507142857143,-89.4,-96.225,-87.84,-90.0,-101.29799999999999,-94.4075,2,4,6,9655
-8.050289999999999,-34.9596,-87.74142857142859,-94.9,-76.64,-98.7733333333333,-96.15,-93.57714285714279,-83.05,-102.68799999999999,-89.71,5,7,3,8759
-8.04838,-34.95906,-76.2,-90.59714285714291,-85.89,-96.4233333333333,-96.4825,-95.8557142857143,-74.75,-106.544,-87.02,4,7,3,9271
-8.05532,-34.9537,-94.77,-103.33,-92.65714285714279,-98.03,-94.0525,-93.67,-83.185,-80.634,-96.28,6,4,2,7270
-8.051,-34.955020000000005,-85.00928571428571,-99.5725,-84.07,-97.97,-94.67,-97.6,-81.96,-97.102,-95.03,4,5,2,8566
-8.05082,-34.95497,-85.33,-99.4125,-83.55,-98.8433333333333,-94.67,-92.3766666666667,-83.84888888888891,-98.5686666666667,-93.47,4,5,3,8602
-8.04964,-34.95044,-93.8657142857143,-98.34,-101.11,-81.76,-96.0925,-96.22857142857141,-94.9433333333333,-96.742,-96.7925,3,3,4,8892
-8.0481,-34.94745,-97.94,-98.6,-96.4,-90.795,-97.685,-100.962857142857,-105.435,-102.064,-96.92,3,3,6,9349
-8.05557,-34.95479,-94.65142857142858,-97.3557142857143,-94.98857142857142,-95.0083333333333,-93.81,-90.84857142857142,-75.3566666666667,-64.8,-94.535,6,5,1,7071
-8.05522,-34.95208,-96.21285714285709,-95.13,-92.9842857142857,-93.21,-87.1025,-86.58,-93.83166666666669,-77.158,-96.3375,6,4,3,7313
-8.04841,-34.946940000000005,-101.12,-88.79476190476191,-97.515,-82.0,-99.9125,-94.08,-96.5633333333333,-101.648,-96.56,3,2,6,9267
-8.05162,-34.9497,-89.58,-92.50714285714291,-92.98285714285721,-78.75,-84.1675,-85.34,-92.5783333333333,-96.14200000000001,-97.7875,4,2,4,8356
-8.04977,-34.954679999999996,-87.08,-98.535,-81.51,-103.78,-96.726,-92.58714285714291,-80.61722222222221,-99.9346666666667,-96.3033333333333,3,5,3,8859
